Event	ID	Name			Wwise Object Path	Notes
	144980368	Play_DamageHeavyCrystal			\Default Work Unit\Boss\Play_DamageHeavyCrystal	
	211123630	Play_BossSlam			\Default Work Unit\Boss\Play_BossSlam	
	327639321	Play_Earthquake2			\Default Work Unit\Boss\Play_Earthquake2	
	624085340	Play_Smash2			\Default Work Unit\Boss\Play_Smash2	
	656877296	Stop_BossMusic			\Default Work Unit\Boss\Stop_BossMusic	
	1052765242	Play_SwingBeforeSlam			\Default Work Unit\Boss\Play_SwingBeforeSlam	
	1248356383	Play_BossKingKong			\Default Work Unit\Boss\Play_BossKingKong	
	1422440802	Play_SwingBeforeEarthquake			\Default Work Unit\Boss\Play_SwingBeforeEarthquake	
	1521626408	Play_BossHit			\Default Work Unit\Boss\Play_BossHit	
	1539148821	Play_BossSwing			\Default Work Unit\Boss\Play_BossSwing	
	1641534588	Play_BossStandup			\Default Work Unit\Boss\Play_BossStandup	
	1791472112	Play_Byun			\Default Work Unit\Boss\Play_Byun	
	1889305649	Play_RocksSFX2			\Default Work Unit\Boss\Play_RocksSFX2	
	2009989524	Play_ConeSound			\Default Work Unit\Boss\Play_ConeSound	
	2173761857	Play_BossDown2			\Default Work Unit\Boss\Play_BossDown2	
	2700195122	Play_Scream1			\Default Work Unit\Boss\Play_Scream1	
	2835824651	Play_ScreamKingKong			\Default Work Unit\Boss\Play_ScreamKingKong	
	3323827361	Play_BossDown			\Default Work Unit\Boss\Play_BossDown	
	3460018921	Play_RockExploding			\Default Work Unit\Boss\Play_RockExploding	
	3463024606	Play_BossMusic			\Default Work Unit\Boss\Play_BossMusic	
	3470804655	Play_SlamSmash			\Default Work Unit\Boss\Play_SlamSmash	
	3522921846	Play_BombSmash			\Default Work Unit\Boss\Play_BombSmash	
	4217167549	Play_BossRockHit			\Default Work Unit\Boss\Play_BossRockHit	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	44060342	BossSmash2	D:\Izzy\gitHub\WWiseProject\WwiseProject\.cache\Windows\SFX\BossSmash2_B09F49DF.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\BossSmash2		73936
	117373974	Swing3	D:\Izzy\gitHub\WWiseProject\WwiseProject\.cache\Windows\SFX\Swing3_B09F49DF.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\BossSwing\Swing3		54496
	140382909	Swing1	D:\Izzy\gitHub\WWiseProject\WwiseProject\.cache\Windows\SFX\Swing1_B09F49DF.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\BossSwing\Swing1		70048
	149681204	BossStandup	D:\Izzy\gitHub\WWiseProject\WwiseProject\.cache\Windows\SFX\BossStandup_B09F49DF.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\BossStandup		120592
	160861889	SwingBeforeEarthquake	D:\Izzy\gitHub\WWiseProject\WwiseProject\.cache\Windows\SFX\SwingBeforeEarthquake_B09F49DF.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\SwingBeforeEarthquake		125776
	163633373	RockExploding1	D:\Izzy\gitHub\WWiseProject\WwiseProject\.cache\Windows\SFX\rock_exploding1_B09F49DF.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\RockExploding\RockExploding1		85600
	233905377	BossScream1	D:\Izzy\gitHub\WWiseProject\WwiseProject\.cache\Windows\SFX\BossScream1_B09F49DF.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\BossScream1		114112
	329570104	LightCrystalsBreaking	D:\Izzy\gitHub\WWiseProject\WwiseProject\.cache\Windows\SFX\LightCrystalsBreaking_B09F49DF.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\BossCrystalHit\LightCrystalsBreaking		46720
	387334456	RockDamage3	D:\Izzy\gitHub\WWiseProject\WwiseProject\.cache\Windows\SFX\RockDamage3_B09F49DF.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\BossRockHit\RockDamage3		44128
	388189443	Earthquake2	D:\Izzy\gitHub\WWiseProject\WwiseProject\.cache\Windows\SFX\earthquake2_B09F49DF.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\Earthquake2		102448
	403549199	Byun	D:\Izzy\gitHub\WWiseProject\WwiseProject\.cache\Windows\SFX\Byun_B09F49DF.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\Byun		71344
